,date,src,doi,git_hits,osf_hits,nda_hits,open_neuro,fmri,res,yr,pmcid,idx
0,20181109,PMC,,0,0,0,0,0,0,1957,PMC2073891,0
1,20181120,PMC,,0,0,0,0,0,0,1957,PMC2073892,1
2,20181107,PMC,,0,0,0,0,0,0,1957,PMC2073895,2
3,20181107,PMC,,0,0,0,0,0,0,1957,PMC2073896,3
4,20181109,PMC,,0,0,0,0,0,0,1958,PMC2073897,4
5,20181107,PMC,,0,0,0,0,0,0,1958,PMC2073898,5
6,20181107,PMC,,0,0,0,0,0,0,1958,PMC2073899,6
7,20181204,PMC,,0,0,0,0,0,0,1958,PMC2073900,7
8,20181124,PMC,,0,0,0,0,0,0,1958,PMC2073901,8
9,20181121,PMC,,0,0,0,0,0,0,1958,PMC2073902,9
10,20181121,PMC,,0,0,0,0,0,0,1958,PMC2073904,10
11,20181206,PMC,,0,0,0,0,0,0,1958,PMC2073906,11
12,20181124,PMC,,0,0,0,0,0,0,1958,PMC2073907,12
13,20181124,PMC,,0,0,0,0,0,0,1958,PMC2073908,13
14,20181124,PMC,,0,0,0,0,0,0,1958,PMC2073909,14
15,20181120,PMC,,0,0,0,0,0,0,1958,PMC2073911,15
16,20181121,PMC,,0,0,0,0,0,0,1958,PMC2073912,16
17,20181120,PMC,,0,0,0,0,0,0,1958,PMC2073913,17
18,20181121,PMC,,0,0,0,0,0,0,1958,PMC2073914,18
19,20181121,PMC,,0,0,0,0,0,0,1958,PMC2073915,19
20,20181120,PMC,,0,0,0,0,0,0,1958,PMC2073916,20
21,20181121,PMC,,0,0,0,0,0,0,1958,PMC2073917,21
22,20181120,PMC,,0,0,0,0,0,0,1958,PMC2073918,22
23,20181120,PMC,,0,0,0,0,0,0,1958,PMC2073919,23
24,20181121,PMC,,0,0,0,0,0,0,1957,PMC2073920,24
25,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073921,25
26,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073922,26
27,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073923,27
28,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073924,28
29,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073925,29
30,20181206,PMC,,0,0,0,0,0,0,1957,PMC2073926,30
31,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073927,31
32,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073928,32
33,20181203,PMC,,0,0,0,0,0,0,1957,PMC2073929,33
34,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073931,34
35,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073932,35
36,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073933,36
37,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073934,37
38,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073935,38
39,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073936,39
40,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073937,40
41,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073938,41
42,20181116,PMC,,0,0,0,0,0,0,1957,PMC2073939,42
43,20181210,PMC,,0,0,0,0,0,0,1957,PMC2073940,43
44,20181210,PMC,,0,0,0,0,0,0,1957,PMC2073941,44
45,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073944,45
46,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073945,46
47,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073946,47
48,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073948,48
49,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073949,49
50,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073950,50
51,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073951,51
52,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073953,52
53,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073954,53
54,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073956,54
55,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073957,55
56,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073958,56
57,20181210,PMC,,0,0,0,0,0,0,1958,PMC2073959,57
58,20181123,PMC,,0,0,0,0,0,0,1958,PMC2073960,58
59,20181201,PMC,,0,0,0,0,0,0,1958,PMC2073961,59
60,20181201,PMC,,0,0,0,0,0,0,1958,PMC2073962,60
61,20181201,PMC,,0,0,0,0,0,0,1958,PMC2073963,61
62,20181201,PMC,,0,0,0,0,0,0,1958,PMC2073964,62
63,20181201,PMC,,0,0,0,0,0,0,1958,PMC2073965,63
64,20181201,PMC,,0,0,0,0,0,0,1958,PMC2073966,64
65,20181123,PMC,,0,0,0,0,0,0,1955,PMC2073967,65
66,20181201,PMC,,0,0,0,0,0,0,1955,PMC2073969,66
67,20181114,PMC,,0,0,0,0,0,0,1955,PMC2073970,67
68,20181120,PMC,,0,0,0,0,0,0,1955,PMC2073971,68
69,20181114,PMC,,0,0,0,0,0,0,1955,PMC2073973,69
70,20181114,PMC,,0,0,0,0,0,0,1955,PMC2073974,70
